ticket_id,received,channel,department,text
T10224,2026-08-03,email,account,"Hello Kittiwake, please remove Lise as an authorised user on my account. I have been a customer for 8 years and this has never happened. Please help."
T10225,2026-03-25,chat,device,"The Nimbus X2 I ordered (KW-59093) arrived with a cracked screen. Please refund the difference. I can't use the phone at all. Regards, Joss."
T10226,2026-02-14,email,device,I dropped my Corvid 5 Pro and need to claim on the insurance. I have been a customer for 6 years and this has never happened. This is really not good enough.
T10227,2026-06-16,chat,account,"Hello Kittiwake, the eSIM add-on is on my bill as $78.75 and I never asked for it."
T10228,2026-07-25,chat,network,"Hello, calls drop as soon as I get on the train to Wrenfield."
T10229,2026-01-09,chat,account,"Hello Kittiwake, I was charged $88.00 after someone else took over my account. I work from home and I can't do my job without signal. It's not letting me change anything in the app. Thank you."
T10230,2026-02-13,chat,billing,There is a charge of $113.25 I don't recognise on my last invoice. I want to return it. Thank you.
T10231,2026-03-01,chat,billing,"Good morning, my direct debit failed and now there is a late payment fee of $84.00. I'm not paying for a service that doesn't work. Thanks."
T10232,2026-03-02,email,network,"Hi, my account says 5G but my Nimbus Mini never shows more than one bar in Gullhaven. Please confirm by email. Thanks."
T10233,2026-07-02,email,network,"Hello Kittiwake, the new Corvid 5 Pro drops every call, the old one never did in Eastholm Quay. I've only had it 11 days. Thanks."
T10234,2026-04-23,chat,network,My account says 5G but my Nimbus Mini never shows more than one bar in Brackenridge. I've only had it 13 days. Please help.
T10235,2026-07-23,email,billing,"Hi there, I was charged for a replacement Nimbus Mini that is still under warranty. I can't use the phone at all. I can't afford to pay $122.00 this month. Please help."
T10236,2026-01-24,email,billing,"I cancelled the add-on two days ago and I'm still being billed for it. It's not the phone, it happens on every handset."
T10237,2026-08-14,email,billing,"Hello, my bill shows calls I never made, I think someone else used my number. I can't afford to pay $118.99 this month. Thanks, Asha"
T10238,2026-02-22,email,network,"Hello Kittiwake, mobile data is not working anywhere in Lowmere. I work from home and I can't do my job without signal. Please help."
T10239,2026-02-14,email,billing,"Hi, I was charged $42.99 on my bill but my Prepay Go plan is only $139.75 a month. The courier said it was delivered but it wasn't. My account number is on the bill. This is really not good enough."
T10240,2026-01-16,sms,billing,"to whom it may concern, i was billed for family share but i switched to family share on 24 march i dont know who did it regards, hedda"
T10241,2026-04-23,email,device,"Good morning, the Corvid 5 Pro on my bill has a broken screen and I need a repair. Other networks work fine in the same spot."
T10242,2026-06-15,email,device,"Hi there, the Aster Fold I ordered (KW-76784) arrived with a cracked screen. Can someone look at my invoice? Thanks, Teodor"
T10243,2026-05-15,sms,billing,"my bill shows calls i never made, i think someone else used my number thx"
T10244,2026-05-03,sms,billing,"hi there, my bill for 23 december is $93.99, which is double what i normally pay the charge is not on my contract thank you"
T10245,2026-05-23,sms,network,i have had no signal at all in gullhaven since two days ago i'm not paying for a service that doesn't work
T10246,2026-06-27,chat,device,The Nimbus X2 on my bill has a broken screen and I need a repair. Thanks.
T10247,2026-07-16,email,device,The Corvid 5 Pro on my bill has a broken screen and I need a repair. The charge is not on my contract. It is still under warranty. Thank you.
T10248,2026-04-23,email,device,The SIM card you posted doesn't fit my Nimbus Mini. I checked my bank statement and the money has gone.
T10249,2026-04-09,email,account,"Hi there, I want to move my Nimbus Mini contract to my daughter's account. I have tried 9 times. Regards, Fen."
T10250,2026-02-11,sms,network,"hello, coverage inside my house in port ember is zero bars i have restarted the phone and it's still not working thank you"
T10251,2026-08-24,chat,billing,"My bill for 12 February is $78.75, which is double what I normally pay. My account number is on the bill. Please help."
T10252,2026-05-04,email,account,"Hello Kittiwake, my account is locked after too many login attempts. Please confirm by email. This is really not good enough."
T10253,2026-01-23,email,account,"Hi, I have had no signal at all in Lowmere since two days ago. I can't use the phone at all. Regards, Joss."
T10254,2026-05-08,chat,network,"Since I got the Nimbus Mini there is no data in Lowmere, and my other phone is the same. Regards, Hedda."
T10255,2026-01-11,email,device,My Nimbus X2 battery drains from full to empty in 2 hours.
T10256,2026-01-21,email,account,"Hi there, the app says my account doesn't exist but I've been a customer for 3 years. I have restarted the phone and it's still not working."
T10257,2026-05-14,email,billing,"Hi, the eSIM add-on is on my bill as $40.99 and I never asked for it."
T10258,2026-03-07,email,billing,"To whom it may concern, I was charged $115.00 for a Nimbus X2 I returned this morning. Please refund the difference. Can someone look at my invoice? Regards, Hedda."
T10259,2026-02-07,email,billing,"Good morning, I was charged for a replacement Aster Fold that is still under warranty. Please refund the difference. This is really not good enough."
T10260,2026-04-11,email,account,"Hi there, my bill is going to an old address, please update it to Gullhaven. This is urgent, I can't access anything."
T10261,2026-03-11,email,account,"Hello Kittiwake, I need to update my address, I have moved to Cragwell. I have tried a factory reset and it didn't help. I have tried 4 times."
T10262,2026-02-24,email,device,"Hi, my Nimbus Mini battery drains from full to empty in 3 hours. I want to return it. I bought it on the Unlimited Plus plan. Thanks."
T10263,2026-04-09,email,device,"To whom it may concern, the SIM card you posted doesn't fit my Nimbus Mini. I have tried a factory reset and it didn't help."
T10264,2026-03-13,chat,account,"My bill is going to an old address, please update it to Brackenridge. I bought it on the Prepay Go plan."
T10265,2026-06-26,chat,device,"Hi, the new Corvid 5 Pro drops every call, the old one never did in Eastholm Quay. It was fine until this morning. I want to return it."
T10266,2026-02-13,email,billing,"Hello, my bill shows calls I never made, I think someone else used my number."
T10267,2026-04-10,email,device,"I can't log in to anything on my Aster Fold since the update, the screen freezes. The courier said it was delivered but it wasn't. Thanks, Ines"
T10268,2026-04-19,sms,billing,"i cancelled the add-on on wednesday and i'm still being billed for it this is urgent, i cant access anything the charge is not on my contract regards, fen"
T10269,2026-08-25,email,network,Calls drop as soon as I get on the train to Marrowby. I have restarted the phone and it's still not working. My neighbours on Kittiwake Mobile have the same problem.
T10270,2026-04-06,email,network,"To whom it may concern, mobile data is not working anywhere in Gullhaven. Please refund the difference. Thanks."
T10271,2026-06-14,email,network,"I'm on Unlimited Plus and paying $98.75 a month but I can't get signal in Tern Harbour. My neighbours on Kittiwake Mobile have the same problem. Thanks, Lise"
T10272,2026-01-15,email,network,I have had no signal at all in Lowmere since on Saturday. It was fine until last Thursday. This is really not good enough.
T10273,2026-03-06,chat,device,"Good morning, my Corvid 5 shows no service but my partner's phone works fine on the same network. Thanks."
T10274,2026-06-20,email,billing,"Good morning, I was charged $61.50 on my bill but my Prepay Go plan is only $53.99 a month. I tried another SIM and it's the same."
T10275,2026-03-16,email,device,"Hello Kittiwake, the replacement Nimbus X2 you sent does not charge. My neighbours on Kittiwake Mobile have the same problem. This is really not good enough."
T10276,2026-02-12,chat,billing,"To whom it may concern, the price of Unlimited Plus went up without any notice. I work from home and I can't do my job without signal. The charge is not on my contract. Thanks."
T10277,2026-01-26,email,account,"My bill is going to an old address, please update it to Port Ember. I work from home and I can't do my job without signal. Thank you."
T10278,2026-08-09,chat,network,My account says 5G but my Corvid 5 never shows more than one bar in Eastholm Quay. I checked my bank statement and the money has gone. Please help.
T10279,2026-06-13,chat,device,"The new Corvid 5 drops every call, the old one never did in Tern Harbour. Other networks work fine in the same spot. Thanks."
T10280,2026-06-13,email,network,Coverage inside my house in Eastholm Quay is zero bars. I'm not paying for a service that doesn't work. Thanks.
T10281,2026-07-25,email,network,"Hello Kittiwake, I'm on Flex 30 and paying $96.75 a month but I can't get signal in Port Ember. I work from home and I can't do my job without signal. Thanks."
T10282,2026-04-13,sms,device,"hi, order kw-94699 for a nimbus mini still hasn't been delivered i cant use the phone at all pls help"
T10283,2026-08-19,chat,network,"Hi there, since I got the Nimbus X2 there is no data in Brackenridge, and my other phone is the same. I'm not paying for a service that doesn't work. Please help."
T10284,2026-03-06,sms,billing,"you took $74.75 from my card twice this month can someone look at my invoice? regards, joss"
T10285,2026-08-19,email,billing,"Hello Kittiwake, I was charged for a replacement Aster Fold that is still under warranty. This is really not good enough."
T10286,2026-03-21,email,device,"To whom it may concern, the touchscreen on my Aster Fold stopped responding this morning. The courier said it was delivered but it wasn't. This is really not good enough."
T10287,2026-03-01,email,network,"Hi, since I got the Nimbus Mini there is no data in Marrowby, and my other phone is the same. My neighbours on Kittiwake Mobile have the same problem. Thanks, Asha"
T10288,2026-06-17,chat,device,"Hi there, I can't log in to anything on my Corvid 5 Pro since the update, the screen freezes. I don't want to lose my number. Please help."
T10289,2026-02-13,chat,network,"To whom it may concern, data speeds in Marrowby are so slow that pages won't load. I want to return it. This is really not good enough."
T10290,2026-01-25,sms,device,my corvid 5 keeps restarting by itself i want to return it i want to return it this is really not good enough
T10291,2026-05-16,sms,device,the esim will not activate on my corvid 5 pro i'm not paying for a service that doesn't work thx
T10292,2026-01-03,email,network,"Hi there, my texts are not being delivered to anyone since this morning. I have my ID ready if you need it. It's not the phone, it happens on every handset."
T10293,2026-07-09,email,billing,"Hi there, the price of Prepay Go went up without any notice. I need a replacement as soon as possible. Thanks, Wynn"
T10294,2026-07-15,email,account,"I need to update my address, I have moved to Tern Harbour. I have my ID ready if you need it. Please help."
T10295,2026-05-21,email,network,"Voicemail isn't working and missed calls don't show up. I'm not paying for a service that doesn't work. Thanks, Declan"
T10296,2026-03-16,sms,account,"hi, my number was moved to another sim without my permission and now i have no signal thx, joss"
T10297,2026-04-28,email,device,"Hi, the camera on my Corvid 5 stopped working after the update. My account number is on the bill. Thanks, Rafi"
T10298,2026-08-24,sms,network,coverage inside my house in cragwell is zero bars
T10299,2026-01-21,chat,device,"To whom it may concern, the touchscreen on my Corvid 5 stopped responding 9 October. I can't use the phone at all. Thank you."
T10300,2026-06-17,sms,device,"good morning, the sim card u posted doesn't fit my nimbus mini thx, wynn"
T10301,2026-07-06,sms,billing,"hi there, the price of unlimited plus went up without any notice it was fine until on saturday"
T10302,2026-04-17,sms,billing,"hello kittiwake, i was charged $61.75 for a aster fold i returned 28 january i shouldn't have to pay for something i didn't use thx, bram"
T10303,2026-02-17,email,billing,The eSIM add-on is on my bill as $14.75 and I never asked for it. Nobody has replied to my last message.
T10304,2026-07-04,chat,account,"Good morning, I need to update my address, I have moved to Wrenfield. Nobody has replied to my last message. I have my ID ready if you need it."
T10305,2026-05-27,chat,account,My number was moved to another SIM without my permission and now I have no signal. Nobody has replied to my last message.
T10306,2026-06-16,chat,network,Calls drop as soon as I get on the train to Port Ember.
T10307,2026-07-04,sms,device,"good morning, the new corvid 5 drops every call, the old one never did in port ember i have restarted the phone and it's still not working"
T10308,2026-03-25,email,network,"Good morning, my texts are not being delivered to anyone since this morning. I need a replacement as soon as possible. Thank you."
T10309,2026-02-09,email,billing,"To whom it may concern, I was promised a refund of $130.00 and it has not arrived. I can't afford to pay $57.50 this month. Thanks, Declan"
T10310,2026-01-19,chat,device,"To whom it may concern, the Aster Fold I ordered (KW-39650) arrived with a cracked screen. It's not letting me change anything in the app. This is really not good enough."
T10311,2026-06-22,email,billing,"Hello Kittiwake, you took $115.00 from my card twice this month."
T10312,2026-01-13,email,network,"Good morning, the mast near Eastholm Quay must be down, calls fail every time. Other networks work fine in the same spot. This is really not good enough."
T10313,2026-07-20,email,account,"Hi, someone has changed my account details without my permission. I have been a customer for 2 years and this has never happened. Please help."
T10314,2026-06-14,sms,account,"to whom it may concern, i was charged $136.00 after someone else took over my account i have tried 8 times thank you"
T10315,2026-05-06,email,network,"Hi there, mobile data is not working anywhere in Lowmere. It is still under warranty."
T10316,2026-03-01,email,account,My account is locked after too many login attempts. It's not letting me change anything in the app.
T10317,2026-03-12,email,device,The camera on my Aster Fold stopped working after the update. I can't afford to pay $97.00 this month. I can't use the phone at all. This is really not good enough.
T10318,2026-06-05,email,network,"Hello, wi-Fi calling stopped working after my account was upgraded. I can't afford to pay $59.99 this month. Other networks work fine in the same spot. Regards, Joss."
T10319,2026-05-04,sms,billing,"hello kittiwake, i was charged $116.75 for a corvid 5 i returned 28 march"
T10320,2026-07-12,chat,account,I want to move my Nimbus X2 contract to my daughter's account.
T10321,2026-07-18,email,billing,"Hi, there is a charge of $13.99 I don't recognise on my last invoice. My neighbours on Kittiwake Mobile have the same problem. Thanks."
T10322,2026-08-26,email,device,"Hello Kittiwake, the replacement Nimbus X2 you sent does not charge. Nobody has replied to my last message. I need a replacement as soon as possible. Please help."
T10323,2026-04-09,sms,device,"hello, the sim card u posted doesn't fit my aster fold i have restarted the phone and it's still not working"
T10324,2026-03-13,chat,network,"Good morning, since I got the Corvid 5 Pro there is no data in Brackenridge, and my other phone is the same. I can't afford to pay $91.99 this month. It was fine until on Tuesday. Please help."
T10325,2026-01-22,email,billing,"Hi there, I was charged for a replacement Nimbus X2 that is still under warranty. My account number is on the bill. The charge is not on my contract. This is really not good enough."
T10326,2026-01-16,email,billing,"Hello Kittiwake, the eSIM add-on is on my bill as $73.00 and I never asked for it. Please confirm by email. Thanks."
T10327,2026-04-22,email,device,My Corvid 5 battery drains from full to empty in 2 hours. Thanks.
T10328,2026-01-13,email,device,"Hi, the Corvid 5 Pro on my bill has a broken screen and I need a repair. My neighbours on Kittiwake Mobile have the same problem. Regards, Mara."
T10329,2026-07-03,email,billing,"To whom it may concern, the price of Prepay Go went up without any notice."
T10330,2026-03-10,chat,billing,"To whom it may concern, you took $60.99 from my card twice this month."
T10331,2026-07-17,chat,network,"Hi, mobile data is not working anywhere in Port Ember. I'm not paying for a service that doesn't work."
T10332,2026-03-22,chat,device,"Hi, the new Nimbus X2 drops every call, the old one never did in Port Ember. I bought it on the Unlimited Plus plan. Thanks, Bram"
T10333,2026-08-07,email,billing,"Hi there, I was promised a refund of $65.50 and it has not arrived. It's not the phone, it happens on every handset. This is really not good enough."
T10334,2026-06-11,email,device,"The Aster Fold on my bill has a broken screen and I need a repair. I bought it on the Unlimited Plus plan. Thanks, Callum"
T10335,2026-05-08,email,billing,There is a charge of $86.00 I don't recognise on my last invoice. Can someone look at my invoice? Thanks.
T10336,2026-04-27,email,device,The Nimbus Mini on my bill has a broken screen and I need a repair. My neighbours on Kittiwake Mobile have the same problem. Thanks.
T10337,2026-08-10,chat,account,"My bill is going to an old address, please update it to Marrowby. Please confirm by email."
T10338,2026-03-17,chat,billing,"Good morning, you took $32.50 from my card twice this month. I'm not paying for a service that doesn't work."
T10339,2026-01-20,chat,network,Is there an outage in Wrenfield? Nobody on our street has signal. Can someone look at my invoice?
T10340,2026-04-10,chat,device,The touchscreen on my Nimbus Mini stopped responding on Saturday. Thank you.
T10341,2026-03-10,email,device,"To whom it may concern, my Corvid 5 Pro keeps restarting by itself. I checked my bank statement and the money has gone."
T10342,2026-01-10,email,device,My Nimbus X2 shows no service but my partner's phone works fine on the same network. I have tried 6 times.
T10343,2026-07-14,email,network,I'm on Flex 30 and paying $62.99 a month but I can't get signal in Cragwell.
T10344,2026-08-06,email,billing,I was charged for a replacement Nimbus X2 that is still under warranty. It is still under warranty. Thanks.
T10345,2026-04-08,chat,device,"Hi, the Aster Fold on my bill has a broken screen and I need a repair. I have tried 4 times. Regards, Priya."
T10346,2026-02-08,email,billing,"Hi there, there is a charge of $29.50 I don't recognise on my last invoice. I have been a customer for 8 years and this has never happened. The charge is not on my contract. This is really not good enough."
T10347,2026-04-18,chat,account,"My bill is going to an old address, please update it to Eastholm Quay. It is still under warranty."
T10348,2026-07-22,chat,network,My account says 5G but my Aster Fold never shows more than one bar in Gullhaven. I can't afford to pay $133.50 this month.
T10349,2026-04-28,sms,network,"hi, the 5g signal disappears every evening in brackenridge it's not letting me change anything in the app"
T10350,2026-04-10,email,network,"To whom it may concern, my calls keep dropping in Tern Harbour, sometimes 3 times an hour. Thanks."
T10351,2026-02-03,chat,device,"Hi there, the SIM card you posted doesn't fit my Aster Fold. I have restarted the phone and it's still not working. The courier said it was delivered but it wasn't."
T10352,2026-07-15,email,network,"Hello Kittiwake, since I got the Nimbus Mini there is no data in Eastholm Quay, and my other phone is the same. I have my ID ready if you need it. Thanks."
T10353,2026-07-14,chat,account,"Hi, I want to move my Nimbus X2 contract to my daughter's account. Please confirm by email. Regards, Hedda."
T10354,2026-02-15,email,device,"To whom it may concern, the Corvid 5 Pro on my bill has a broken screen and I need a repair. Other networks work fine in the same spot. Thank you."
T10355,2026-08-13,chat,billing,"I was charged $32.25 for a Nimbus X2 I returned two days ago. This is urgent, I can't access anything. Thanks, Priya"
T10356,2026-04-02,email,account,"My bill is going to an old address, please update it to Marrowby. This is urgent, I can't access anything. I have tried 8 times. Please help."
T10357,2026-03-22,chat,network,"Hello, mobile data is not working anywhere in Marrowby. I'm not paying for a service that doesn't work."
T10358,2026-03-01,email,billing,The eSIM add-on is on my bill as $15.50 and I never asked for it. I have tried a factory reset and it didn't help. Thanks.
T10359,2026-05-04,email,network,"Voicemail isn't working and missed calls don't show up. It's not the phone, it happens on every handset. Thank you."
T10360,2026-01-03,email,device,"Good morning, my Corvid 5 Pro gets very hot and shuts down. I've only had it 9 days. Thanks, Lise"
T10361,2026-08-15,email,device,"Hello Kittiwake, the Nimbus Mini I ordered (KW-62131) arrived with a cracked screen. I can't use the phone at all. Regards, Callum."
T10362,2026-05-17,email,device,"Hi there, the Corvid 5 on my bill has a broken screen and I need a repair. I can't afford to pay $17.99 this month. Thanks."
T10363,2026-01-21,email,network,Wi-Fi calling stopped working after my account was upgraded. I have been a customer for 6 years and this has never happened. Please help.
T10364,2026-02-18,chat,device,"Hello, the camera on my Nimbus Mini stopped working after the update. I want to return it. This is really not good enough."
T10365,2026-06-21,chat,device,"Hello, the replacement Nimbus Mini you sent does not charge. My neighbours on Kittiwake Mobile have the same problem."
T10366,2026-06-02,email,device,"I can't log in to anything on my Corvid 5 Pro since the update, the screen freezes. It is still under warranty. I've only had it 6 days."
T10367,2026-01-03,email,billing,"Hello Kittiwake, you took $115.99 from my card twice this month. The charge is not on my contract."
T10368,2026-05-04,sms,device,"hi, the nimbus mini on my bill has a broken screen and i need a repair i have been a customer for 4 years and this has never happened i cant use the phone at all this is really not good enough"
T10369,2026-06-08,chat,device,"Hello Kittiwake, order KW-57461 for a Aster Fold still hasn't been delivered. I need a replacement as soon as possible. I've only had it 4 days. Regards, Ines."
T10370,2026-02-28,sms,device,order kw-32958 for a corvid 5 still hasn't been delivered
T10371,2026-04-15,chat,device,"Hello, my new Nimbus X2 won't turn on after the update. It's not the phone, it happens on every handset."
T10372,2026-08-13,email,network,"Hello, my account says 5G but my Nimbus Mini never shows more than one bar in Cragwell. Please help."
T10373,2026-02-22,sms,device,"good morning, my aster fold gets very hot and shuts down my neighbours on kittiwake mobile have the same problem i want to return it thx, oona"
T10374,2026-08-15,chat,device,"I can't log in to anything on my Nimbus X2 since the update, the screen freezes. I want to return it. I bought it on the Flex 10 plan. Thank you."
T10375,2026-07-06,sms,device,"hello, the esim will not activate on my aster fold my neighbours on kittiwake mobile have the same problem pls help"
T10376,2026-02-04,sms,billing,"my bill is going to an old address, pls update it to tern harbour my neighbours on kittiwake mobile have the same problem pls confirm by email this is really not good enough"
T10377,2026-04-14,email,device,The eSIM will not activate on my Corvid 5 Pro. The charge is not on my contract. I want to return it. This is really not good enough.
T10378,2026-05-01,email,device,The eSIM will not activate on my Aster Fold. I can't use the phone at all. Thank you.
T10379,2026-04-15,chat,network,"Hi, voicemail isn't working and missed calls don't show up. Thank you."
T10380,2026-08-06,sms,account,how do i add my son to our prepay go plan? i work from home and i cant do my job without signal thx
T10381,2026-08-24,chat,billing,"Hi, I paid my bill on Wednesday but the app still says it is overdue. I have tried a factory reset and it didn't help. Thanks, Priya"
T10382,2026-01-13,sms,device,"to whom it may concern, the corvid 5 on my bill has a broken screen and i need a repair"
T10383,2026-06-06,chat,account,Please change the name on my account to Rafi. I don't know who did it. This is really not good enough.
T10384,2026-07-21,email,device,I'm on Flex 30 and paying $23.99 a month but I can't get signal in Eastholm Quay. It is still under warranty.
T10385,2026-06-17,email,device,"Hi there, the Nimbus X2 on my bill has a broken screen and I need a repair. Nobody has replied to my last message."
T10386,2026-01-07,chat,account,"To whom it may concern, I want to upgrade from Unlimited Plus to Unlimited Plus. I shouldn't have to pay for something I didn't use. Thanks."
T10387,2026-03-23,sms,device,"hi, the camera on my corvid 5 stopped working after the update this is urgent, i cant access anything i have tried a factory reset and it didn't help thx, tobias"
T10388,2026-03-12,email,network,"Hello Kittiwake, my texts are not being delivered to anyone since last Tuesday. Thanks."
T10389,2026-08-09,sms,device,the corvid 5 on my bill has a broken screen and i need a repair
T10390,2026-03-09,email,account,"Hello, I want to move my Corvid 5 contract to my daughter's account. I have my ID ready if you need it. Please confirm by email."
T10391,2026-06-08,sms,billing,"hello, i was charged $138.00 for a corvid 5 i returned yesterday i shouldn't have to pay for something i didn't use pls help"
T10392,2026-03-14,sms,network,"to whom it may concern, my calls keep dropping in marrowby, sometimes 4 times an hour i'm not paying for a service that doesn't work thx, wynn"
T10393,2026-03-18,email,billing,"My bill shows calls I never made, I think someone else used my number. My account number is on the bill. Please help."
T10394,2026-08-25,email,account,I want to transfer my number to a new account. I don't want to lose my number. Thanks.
T10395,2026-02-07,chat,billing,"Good morning, can you explain the $86.00 data overage charge on my account? I can't afford to pay $66.99 this month."
T10396,2026-08-21,chat,billing,I was billed for Flex 30 but I switched to Prepay Go on 28 April. I have been a customer for 9 years and this has never happened. I can't afford to pay $115.75 this month. Thanks.
T10397,2026-06-07,email,device,My Aster Fold keeps restarting by itself. I want to return it.
T10398,2026-02-03,chat,device,"Hello, the Nimbus X2 on my bill has a broken screen and I need a repair. I have my ID ready if you need it. Regards, Priya."
T10399,2026-02-12,sms,billing,i was charged $28.75 for a nimbus x2 i returned 2 april the charge is not on my contract
T10400,2026-07-03,email,device,The touchscreen on my Corvid 5 stopped responding 5 August. It is still under warranty. Thanks.
T10401,2026-05-22,chat,device,My Nimbus X2 battery drains from full to empty in 7 hours. I've only had it 13 days.
T10402,2026-07-25,chat,billing,"Hello Kittiwake, the price of Flex 10 went up without any notice. I have tried 3 times."
T10403,2026-05-19,chat,device,"Hi there, the SIM card you posted doesn't fit my Corvid 5 Pro. It's not letting me change anything in the app. Thank you."
T10404,2026-02-23,email,device,"Hello Kittiwake, the Corvid 5 on my bill has a broken screen and I need a repair. This is urgent, I can't access anything. Thanks, Oona"
T10405,2026-07-06,email,network,"My texts are not being delivered to anyone since last Friday. I'm not paying for a service that doesn't work. It's not the phone, it happens on every handset. Thank you."
T10406,2026-05-15,email,network,"Hello Kittiwake, voicemail isn't working and missed calls don't show up. I tried another SIM and it's the same. Thank you."
T10407,2026-03-11,chat,billing,"Good morning, the eSIM add-on is on my bill as $78.50 and I never asked for it. I have my ID ready if you need it. I shouldn't have to pay for something I didn't use. Regards, Callum."
T10408,2026-08-12,sms,device,"hello, the replacement aster fold u sent does not charge thank you"
T10409,2026-08-12,email,account,"I can't log in to my account, the password reset email never arrives. My account number is on the bill. It's not letting me change anything in the app."
T10410,2026-01-16,email,account,"Hi, I was charged $66.25 after someone else took over my account. The courier said it was delivered but it wasn't. Please help."
T10411,2026-01-17,email,device,The touchscreen on my Nimbus X2 stopped responding on Thursday. I don't want to lose my number.
T10412,2026-08-26,email,network,"Hi there, since I got the Corvid 5 there is no data in Cragwell, and my other phone is the same. I need a replacement as soon as possible. I'm not paying for a service that doesn't work."
T10413,2026-07-28,sms,network,"hello kittiwake, the 5g signal disappears every evening in wrenfield i have restarted the phone and it's still not working thx"
T10414,2026-01-25,email,network,"Good morning, the 5G signal disappears every evening in Cragwell. Nobody has replied to my last message. Thanks."
T10415,2026-05-11,chat,network,"To whom it may concern, my calls keep dropping in Tern Harbour, sometimes 6 times an hour. Can someone look at my invoice?"
T10416,2026-03-06,chat,billing,"Hi, can you explain the $11.50 data overage charge on my account? It is still under warranty. The charge is not on my contract. Regards, Joss."
T10417,2026-07-11,email,device,"Good morning, the replacement Nimbus X2 you sent does not charge. I can't use the phone at all. Thank you."
T10418,2026-02-27,chat,device,I was charged for a replacement Corvid 5 Pro that is still under warranty. I checked my bank statement and the money has gone. Please help.
T10419,2026-04-22,chat,billing,The price of Family Share went up without any notice. I have my ID ready if you need it. I can't afford to pay $121.25 this month. Thanks.
T10420,2026-01-17,email,billing,I was charged $118.00 for a Corvid 5 I returned this morning. I checked my bank statement and the money has gone.
T10421,2026-05-13,sms,network,"hello kittiwake, wi-fi calling stopped working after my account was upgraded i'm not paying for a service that doesn't work thx, callum"
T10422,2026-08-07,email,billing,"My bill for 3 June is $102.50, which is double what I normally pay. Other networks work fine in the same spot."
T10423,2026-02-12,chat,device,My Nimbus X2 shows no service but my partner's phone works fine on the same network. I have tried a factory reset and it didn't help. Please help.
T10424,2026-01-15,email,network,Calls drop as soon as I get on the train to Saltmoor. Other networks work fine in the same spot. Please help.
T10425,2026-04-10,chat,network,"Hi, my calls keep dropping in Port Ember, sometimes 7 times an hour. My neighbours on Kittiwake Mobile have the same problem. Regards, Lise."
T10426,2026-02-18,sms,network,"hi there, voicemail isnt working and missed calls dont show up my neighbours on kittiwake mobile have the same problem thx"
T10427,2026-08-23,chat,billing,"Hi there, I was charged $120.50 for a Nimbus Mini I returned yesterday. I work from home and I can't do my job without signal. Thanks."
T10428,2026-05-11,chat,account,"Hi there, I was charged $47.00 on my bill but my Flex 30 plan is only $75.00 a month. I want to return it. Please help."
T10429,2026-07-27,chat,billing,"To whom it may concern, I'm paying $17.50 for Unlimited Plus but data barely works in Brackenridge, I want money back."
T10430,2026-03-19,chat,network,Mobile data is not working anywhere in Tern Harbour. Can someone look at my invoice? Thanks.
T10431,2026-05-02,email,billing,"Hi, coverage inside my house in Cragwell is zero bars. It was fine until last Wednesday. Regards, Hedda."
T10432,2026-01-26,chat,device,"Hello Kittiwake, my Corvid 5 Pro shows no service but my partner's phone works fine on the same network. I shouldn't have to pay for something I didn't use. Thanks."
T10433,2026-03-11,sms,account,"hello, i was charged $60.99 after someone else took over my account it's not letting me change anything in the app thx, wynn"
T10434,2026-02-06,email,billing,"Hello, I was charged $33.00 for a Corvid 5 I returned on Thursday. I tried another SIM and it's the same. The charge is not on my contract. Thanks, Lise"
T10435,2026-03-06,chat,billing,"To whom it may concern, you took $112.25 from my card twice this month. Please refund the difference. Regards, Joss."
T10436,2026-02-23,chat,network,"Hello Kittiwake, I'm on Prepay Go and paying $101.00 a month but I can't get signal in Marrowby. I can't use the phone at all."
T10437,2026-02-06,email,billing,"Hi, I was charged for a replacement Nimbus Mini that is still under warranty. Can someone look at my invoice?"
T10438,2026-01-06,chat,billing,The eSIM add-on is on my bill as $90.25 and I never asked for it. I've only had it 3 days.
T10439,2026-05-03,chat,account,"Hi there, I was charged $69.50 after someone else took over my account. I've only had it 10 days."
T10440,2026-02-12,chat,account,"Hello Kittiwake, please change the name on my account to Fen. Please refund the difference. Please help."
T10441,2026-04-02,chat,account,"Hello, I want to move my Nimbus X2 contract to my daughter's account. Nobody has replied to my last message. Thanks, Wynn"
T10442,2026-05-03,email,device,"Hello Kittiwake, the SIM card you posted doesn't fit my Corvid 5 Pro. My account number is on the bill."
T10443,2026-06-18,sms,network,wi-fi calling stopped working after my account was upgraded the courier said it was delivered but it wasn't
T10444,2026-06-21,chat,device,"Good morning, the touchscreen on my Aster Fold stopped responding last Wednesday. It's not letting me change anything in the app. Please help."
T10445,2026-07-17,email,network,"Hi, I can't make calls or send texts, it just says no service. The courier said it was delivered but it wasn't. I tried another SIM and it's the same. Thanks."
T10446,2026-02-12,sms,network,"to whom it may concern, wi-fi calling stopped working after my account was upgraded my account number is on the bill"
T10447,2026-05-16,chat,network,"Good morning, my texts are not being delivered to anyone since yesterday. I have restarted the phone and it's still not working. I have restarted the phone and it's still not working. Please help."
T10448,2026-05-20,email,network,"Hi, wi-Fi calling stopped working after my account was upgraded. I bought it on the Flex 30 plan. Thank you."
T10449,2026-03-07,sms,device,"hi there, the sim card u posted doesn't fit my corvid 5 i have my id ready if u need it"
T10450,2026-01-21,email,billing,"Hello, my bill shows calls I never made, I think someone else used my number. Thanks."
